query_id,rank,recommended_place_name,recommended_district,recommended_place_type,final_score,composite_similarity,explanation
2026-04-17_16:35_강동구,2,잠실(송파구청),송파구,subway,1.587501,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_16:35_강동구,3,강남,강남구,subway,1.557092,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-19_14:40_노원구,1,노원,노원구,subway,1.230161,0.754623,"이 장소는 노원구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-22_18:00_은평구,1,연신내,은평구,subway,1.506637,0.867042,"이 장소는 은평구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_14:45_성동구,1,마장축산물시장,성동구,market,1.496791,0.838984,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_14:45_성동구,2,성동용답상가시장,성동구,market,1.465662,0.838984,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_14:45_성동구,3,송정벚꽃골목형상점가,성동구,market,1.461147,0.838984,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_16:50_성동구,1,마장축산물시장,성동구,market,1.496791,0.846731,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_16:50_성동구,2,성동용답상가시장,성동구,market,1.465662,0.846731,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-24_16:50_성동구,3,송정벚꽃골목형상점가,성동구,market,1.461147,0.846731,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-25_09:00_서초구,1,고속터미널,서초구,subway,1.405419,0.863031,"이 장소는 서초구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-25_09:00_서초구,2,양재(서초구청),서초구,subway,1.334218,0.863031,"이 장소는 서초구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-25_11:40_중구,1,남대문시장,중구,market,1.62759,0.822882,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-25_11:40_중구,2,평화시장,중구,market,1.470285,0.822882,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-25_11:40_중구,3,삼익패션타운,중구,market,1.438541,0.822882,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-26_11:55_영등포구,1,구립영등포노인종합복지관,영등포구,senior_friendly,1.832858,0.84052,"이 장소는 영등포구 자치구 조건과 일치, senior_friendly 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-27_10:20_서초구,1,고속터미널,서초구,subway,1.323062,0.761269,"이 장소는 서초구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-27_10:20_서초구,2,양재(서초구청),서초구,subway,1.251861,0.761269,"이 장소는 서초구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-27_11:00_서초구,1,남대문시장,중구,market,1.427162,0.5575,"이 장소는 market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-27_11:00_서초구,2,동대문종합시장,종로구,market,1.349282,0.5575,"이 장소는 market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-27_11:00_서초구,3,장안 마실 골목형상점가,동대문구,market,1.347952,0.5575,"이 장소는 market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-29_10:50_성북구,1,신림,관악구,subway,1.413539,0.4375,"이 장소는 subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-29_10:50_성북구,2,잠실(송파구청),송파구,subway,1.263735,0.4375,"이 장소는 subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-29_10:50_성북구,3,서울역,중구,subway,1.252027,0.4375,"이 장소는 subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-29_12:00_성북구,1,서울역,중구,subway,1.574632,0.4775,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-29_12:00_성북구,2,잠실(송파구청),송파구,subway,1.571144,0.4775,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-29_12:00_성북구,3,강남,강남구,subway,1.540735,0.4775,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-30_05:00_양천구,1,신림,관악구,subway,1.605468,0.53,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-30_05:00_양천구,2,잠실(송파구청),송파구,subway,1.455663,0.53,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-30_05:00_양천구,3,서울역,중구,subway,1.443955,0.53,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-30_05:40_양천구,1,양천어르신종합복지관,양천구,senior_friendly,1.169011,0.39831,이 장소는 양천구 자치구 조건과 일치으로 평가되어 상위 추천에 배치되었다.
2026-04-30_05:40_양천구,2,신영시장,양천구,market,1.079046,0.531958,"이 장소는 양천구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-30_05:40_양천구,3,목동깨비시장,양천구,market,1.078024,0.531958,"이 장소는 양천구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-30_15:00_금천구,1,대명여울빛거리시장,금천구,market,1.465199,0.848763,"이 장소는 금천구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-30_15:00_금천구,2,비단길현대시장,금천구,market,1.463149,0.848763,"이 장소는 금천구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-30_15:00_금천구,3,법원단지길 상점가,금천구,market,1.455859,0.848763,"이 장소는 금천구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-01_14:00_마포구,1,홍대입구,마포구,subway,1.553427,0.515655,"이 장소는 마포구 자치구 조건과 일치, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-01_14:00_마포구,2,월드컵공원,마포구,park,1.365968,0.453872,"이 장소는 마포구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-01_14:00_마포구,3,아현시장,마포구,market,1.363965,0.639644,"이 장소는 마포구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-05-02_07:00_마포구,1,월드컵공원,마포구,park,1.46287,0.731421,"이 장소는 마포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-02_07:00_마포구,2,문화비축기지,마포구,park,1.349871,0.731421,"이 장소는 마포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-02_07:00_마포구,3,와우근린공원,마포구,park,1.346074,0.731421,"이 장소는 마포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-02_10:00_동대문구,1,서울시립동대문노인종합복지관,동대문구,senior_friendly,1.834432,0.843956,"이 장소는 동대문구 자치구 조건과 일치, senior_friendly 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-03_08:30_용산구,1,용산,용산구,subway,1.223398,0.812983,"이 장소는 용산구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-04_14:30_영등포구,1,영등포,영등포구,subway,1.511712,0.749108,"이 장소는 영등포구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-04_14:30_영등포구,2,여의도,영등포구,subway,1.362345,0.749108,"이 장소는 영등포구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-04_14:30_영등포구,3,구립영등포노인종합복지관,영등포구,senior_friendly,1.296613,0.457687,"이 장소는 영등포구 자치구 조건과 일치, 복지·정책 현장 맥락과 연결으로 평가되어 상위 추천에 배치되었다."
2026-05-05_11:00_광진구,1,어린이대공원,광진구,park,1.377312,0.768805,"이 장소는 광진구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-05_11:00_광진구,2,아차산공원,광진구,park,1.353377,0.768805,"이 장소는 광진구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-05_13:00_송파구,1,장지근린공원,송파구,park,1.433399,0.790307,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-05_13:00_송파구,2,아시아근린공원,송파구,park,1.432788,0.790307,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-05_13:00_송파구,3,오금근린공원,송파구,park,1.423956,0.790307,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-06_10:40_중구,1,약수노인복지관,중구,senior_friendly,1.851827,0.839266,"이 장소는 중구 자치구 조건과 일치, senior_friendly 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-07_16:00_송파구,1,잠실(송파구청),송파구,subway,1.628786,0.694818,"이 장소는 송파구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-07_17:00_송파구,1,가락몰 골목형상점가,송파구,market,1.566755,0.847797,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-07_17:00_송파구,2,방이시장,송파구,market,1.485279,0.847797,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-07_17:00_송파구,3,풍납시장,송파구,market,1.48138,0.847797,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-08_15:00_강남구,1,강남,강남구,subway,1.596235,0.700927,"이 장소는 강남구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-08_15:00_강남구,2,삼성(무역센터),강남구,subway,1.389209,0.700927,"이 장소는 강남구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-08_15:00_강남구,3,선릉,강남구,subway,1.381,0.700927,"이 장소는 강남구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-09_11:45_영등포구,1,영등포,영등포구,subway,1.263888,0.758196,"이 장소는 영등포구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-09_11:45_영등포구,2,당산,영등포구,subway,1.220841,0.758196,"이 장소는 영등포구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-09_11:45_영등포구,3,영등포구청,영등포구,subway,1.195878,0.758196,"이 장소는 영등포구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-05-09_13:30_영등포구,1,여의도근린공원,영등포구,park,1.293545,0.712052,"이 장소는 영등포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사으로 평가되어 상위 추천에 배치되었다."
2026-05-09_13:30_영등포구,2,선유도근린공원,영등포구,park,1.198198,0.712052,"이 장소는 영등포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사으로 평가되어 상위 추천에 배치되었다."
2026-05-09_13:30_영등포구,3,영등포근린공원,영등포구,park,1.19769,0.712052,"이 장소는 영등포구 자치구 조건과 일치, park 유형이 일정 문맥과 유사으로 평가되어 상위 추천에 배치되었다."
2026-05-11_10:00_강서구,1,서울식물원,강서구,park,1.124158,0.398915,이 장소는 강서구 자치구 조건과 일치으로 평가되어 상위 추천에 배치되었다.
2026-05-11_10:00_강서구,2,방화근린공원,강서구,park,1.121287,0.398915,이 장소는 강서구 자치구 조건과 일치으로 평가되어 상위 추천에 배치되었다.
2026-05-11_10:00_강서구,3,우장산근린공원,강서구,park,1.095707,0.398915,이 장소는 강서구 자치구 조건과 일치으로 평가되어 상위 추천에 배치되었다.
2026-05-14_14:00_중구,1,남대문시장,중구,market,1.733338,0.833948,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-14_14:00_중구,2,평화시장,중구,market,1.576033,0.833948,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-14_14:00_중구,3,삼익패션타운,중구,market,1.544288,0.833948,"이 장소는 중구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-15_14:40_중랑구,1,서울역,중구,subway,1.568489,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-15_14:40_중랑구,2,잠실(송파구청),송파구,subway,1.565001,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-15_14:40_중랑구,3,강남,강남구,subway,1.534592,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-05-16_10:00_송파구,1,장지근린공원,송파구,park,1.394498,0.768593,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_10:00_송파구,2,아시아근린공원,송파구,park,1.392756,0.768593,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_10:00_송파구,3,오금근린공원,송파구,park,1.385055,0.768593,"이 장소는 송파구 자치구 조건과 일치, park 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_12:30_성동구,1,마장축산물시장,성동구,market,1.517933,0.844811,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_12:30_성동구,2,성동용답상가시장,성동구,market,1.486805,0.844811,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_12:30_성동구,3,송정벚꽃골목형상점가,성동구,market,1.48229,0.844811,"이 장소는 성동구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_18:40_종로구,1,동대문종합시장,종로구,market,1.460658,0.481646,"이 장소는 종로구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_18:40_종로구,2,광장전통시장,종로구,market,1.388525,0.481646,"이 장소는 종로구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-05-16_18:40_종로구,3,종각,종로구,subway,1.32245,0.498949,"이 장소는 종로구 자치구 조건과 일치, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
